Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,IAS Reference Number,Client Reference Number,Mellon Security ID,Xref Security ID,Security Description 1,Security Description 2,Country Code,Country Name,Shares/Par,FX Receivables,Transaction Category,Transaction Code,Transaction Description 1,Transaction Description 2,Broker Name,Broker Code,Asset-Type/Sub-Category,Subcategory Code,Firm Code,Trade Date,Reported Date,Posted Date,Effective Date,Actual Settle Date,Contract Settle Date,Selection Date,Local Currency Name,Local Currency Code,Local Domestic Tax Reclaim Amount,Local Domestic Tax Expense Amount,Local DTR Amount,Local Txn Amount,Local Cost,Local Gain/Loss,Investment Gain/Loss Local,Investment Gain/Loss Local - Short,Investment Gain/Loss Local - Long,Local Price,Acct Base Currency Name,Acct Base Currency Code,Status,Base Domestic Tax Reclaim Amount,Base Domestic Tax Expense Amount,Base DTR Amount,Base Txn Amount,Base Cost,Base Gain/Loss,Investment Gain/Loss Base,Investment Gain/Loss Base - Short,Investment Gain/Loss Base - Long,Currency Gain/Loss Base,Currency Gain/Loss Base - Short,Currency Gain/Loss Base - Long,GL Account,GL Description,Base Price,Base Exchange Rate,Base Commission,Base Fees,Local Commission,Local Fees,Begin Date,End Date,Report Run Date,Client ID,Long/Short,Custom Unit Status,Value Factor,Tax Code,Tax Code Description,Link Ref,Issuer ID,Counterparty Name,CINS,CUSIP,Ticker,ISIN,SEDOL,Valoren,Sicovam,WPK,Quick,Client Instrument ID,IAS Record Locator,Acctg Status Update (EST),Primary GSP Account,Extended GSP Account Number,Contract Rate
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201214S000010,NRF2011300DC,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 2342038400,,,,CASH TRANSFERRED OUT,#160,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"-600,000.00","-600,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-600,000.00","-600,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000010S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201214S000020,NRF201201012,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 8383258400,,,,CASH TRANSFERRED OUT,#160,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"-5,000.00","-5,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-5,000.00","-5,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000020S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201214S000030,NRF201201011,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 1206298400,,,,CASH TRANSFERRED OUT,#160,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"-1,400,000.00","-1,400,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-1,400,000.00","-1,400,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000030S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201214S000040,NRF2012030F8,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 4891878400,,,,CASH TRANSFERRED OUT,#160,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"-540,000.00","-540,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-540,000.00","-540,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000040S,1/29/2021 23:37,838084,838084,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50502602,FOUNDERS FUND VII,20201214S000020,NRF201201011,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 1206298400,,,,CASH TRANSFERRED IN,#085,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"1,400,000.00","1,400,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"1,400,000.00","1,400,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000020S,1/29/2021 23:37,120629,120629,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50177402,ACCEL GROWTH V,20201214S000020,NRF2012030F8,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 4891878400,,,,CASH TRANSFERRED IN,#085,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"540,000.00","540,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"540,000.00","540,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000020S,1/29/2021 23:37,489187,489187,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50529002,GENERAL CATALYST IX,20201214S000050,NRF2011300DC,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2342038400,,,,CASH TRANSFERRED IN,#085,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"600,000.00","600,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"600,000.00","600,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000050S,1/29/2021 23:37,234203,234203,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50176202,GGV DISCOVERY I,20201214S000050,NRF201201012,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 8383258400,,,,CASH TRANSFERRED IN,#085,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"5,000.00","5,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"5,000.00","5,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000050S,1/29/2021 23:37,838325,838325,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50115202,FRANCISCO PARTNER IV,20201214S000010,GSF201214479,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8381178400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/14/2020,12/14/2020,12/14/2020,12/14/2020,12/14/2020,,12/14/2020,U.S. DOLLAR,USD,0,0,0,"-1,897,730.00","-1,897,730.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-1,897,730.00","-1,897,730.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20349000010S,1/29/2021 23:37,838117,838117,0
KSBG44500000,TOTAL NON-US FIX INC,KSBF47510102,PAYDEN RYGEL SWP INC,20201215A000020,,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,TRF PAYDEN SWEEP EARNINGS,FROM ENDOWMENT CASH,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-32,507.25","-32,507.25",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-32,507.25","-32,507.25",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020A,1/29/2021 23:37,,,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000050,TRANSFER 1,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,TRN FRM KSBF4751 RE LP EXCESS,,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"32,507.25","32,507.25",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"32,507.25","32,507.25",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000050S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000070,GSF201215497,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8381398400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"151,532.00","151,532.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"151,532.00","151,532.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000070S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000100,GSF201215498,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8384818400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"69,372.00","69,372.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"69,372.00","69,372.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000100S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000110,GSF201215499,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8381338400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"283,085.00","283,085.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"283,085.00","283,085.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000110S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000010,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 2464418400,,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-900,000.00","-900,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-900,000.00","-900,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000010S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000020,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 8383238400,,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-45,000.00","-45,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-45,000.00","-45,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000030,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 8383248400,,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-75,000.00","-75,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-75,000.00","-75,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000030S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000040,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM 8380848400 TO 1206618400,,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-152,173.92","-152,173.92",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-152,173.92","-152,173.92",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000040S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201215S000060,NRF2012110D7,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,ORGANIZATIONAL CASH NEEDS,REBALANCING,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-60,000,000.00","-60,000,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-60,000,000.00","-60,000,000.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000060S,1/29/2021 23:37,838084,838084,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50176302,GGV VII,20201215S000020,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 2464418400,,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"900,000.00","900,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"900,000.00","900,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020S,1/29/2021 23:37,246441,246441,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50176102,GGV VI PLUS,20201215S000020,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 8383248400,,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"75,000.00","75,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"75,000.00","75,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020S,1/29/2021 23:37,838324,838324,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50176002,GGV VI,20201215S000020,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 8383238400,,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"45,000.00","45,000.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"45,000.00","45,000.00",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020S,1/29/2021 23:37,838323,838323,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50529302,GC X ENDURANCE,20201215S000020,NRF20120211D,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM 8380848400 TO 1206618400,,,,CASH TRANSFERRED IN,#085,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"152,173.92","152,173.92",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"152,173.92","152,173.92",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000020S,1/29/2021 23:37,131445,131445,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50124102,MADISON DEARBORN VI,20201215S000010,GSF201215499,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8381338400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-283,085.00","-283,085.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-283,085.00","-283,085.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000010S,1/29/2021 23:37,838133,838133,0
KSBG55000000,TTL VNT CAP & PRV EQ,KSBF50128002,NH PRIV EQ ASIA,20201215S000030,GSF201215497,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8381398400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-151,532.00","-151,532.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-151,532.00","-151,532.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000030S,1/29/2021 23:37,838139,838139,0
KSBG66050000,TOTAL ILLIQUID REAL,KSBF60511002,MERIT ENERGY E-1,20201215S000030,GSF201215498,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CW,FROM :8384818400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED OUT,#160,A1,12/15/2020,12/15/2020,12/15/2020,12/15/2020,12/15/2020,,12/15/2020,U.S. DOLLAR,USD,0,0,0,"-69,372.00","-69,372.00",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"-69,372.00","-69,372.00",0,0,0,0,0,0,0,790000,TRANSFER - CASH DISBURSED,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,540,TRANSFER DISBURSEMENT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20350000030S,1/29/2021 23:37,838481,838481,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201216S000080,GSF201216417,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8385748400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/16/2020,12/16/2020,12/16/2020,12/16/2020,12/16/2020,,12/16/2020,U.S. DOLLAR,USD,0,0,0,"1,842,293.64","1,842,293.64",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"1,842,293.64","1,842,293.64",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20351000080S,1/29/2021 23:37,838084,838084,0
KSBG44750000,TOTAL CASH EQUIV,KSBF47500002,ENDOWMENT CASH,20201216S000100,GSF201216417,NA9123459,NA9123459,USD (UNITED STATES DOLLAR),,NA,UNITED STATES,0,0,RECEIPTS AND DISBURSEMENT TRANSACTIONS,CD,FROM :8385748400 10 MMD    TO,:8380848400 10 MMD,,,CASH TRANSFERRED IN,#085,A1,12/16/2020,12/16/2020,12/16/2020,12/16/2020,12/16/2020,,12/16/2020,U.S. DOLLAR,USD,0,0,0,"1,151,262.21","1,151,262.21",0,0,0,0,0,U.S. DOLLAR,USD,PRELIMINARY,0,0,0,"1,151,262.21","1,151,262.21",0,0,0,0,0,0,0,690000,TRANSFER - CASH RECEIPT,0,1,0,0,0,0,12/1/2020,2/1/2021,2/1/2021,,LONG,ADDED,100,138,TRANSFER RECEIPT,,NA1031,,,NA9123459,,,,,,,,NA9123459,20351000100S,1/29/2021 23:37,838084,838084,0
