Reporting Account Number,Reporting Account Name,Source Account Number,Source Account Name,As Of Date,Base Currency Code,Target Currency Code,Asset Type Name,Purchases,Sales,Total Market Value,Cap Market Value,Total Monthly Return,Cap Monthly Return,Return Due To Income,Total Index Value,Cap Index Value,Report ID,Begin Date,Legacy Currency,Euro Conversion Date
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162202,DCM Vent China IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,5500191,5500191,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162102,DCM Ventures China Fund VIII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,14043783,14043783,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50162002,DCM Ventures China Turbo Fund,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,25342316,25342316,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161402,Hillhouse Focused V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1880000,1880000,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161202,Hillhouse Fund IV,10/31/2020,USD,USD,TOTAL NET OF FEES,372017,406663,34099119.58,34099119.58,-0.3622,-3.0358,2.6736,99.6378,96.9642,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161102,Hillhouse Fund III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,133830,38898421.59,38898421.59,-0.2733,-0.8059,0.5326,99.7267,99.1941,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50161002,Hillhouse Fund II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,954,25274665.78,25274665.78,-1.8437,-5.1047,3.261,98.1563,94.8953,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160102,Deerfield PD IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,28803975,28803975,5.5867,5.5867,0,105.5867,105.5867,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50160002,Deerfield PD Fund III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,26467341,26467341,5.557,5.557,0,105.557,105.557,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159102,Pamlico Capital IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,15301762,15301762,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50159002,Pamlico Capital III LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,2273253,8092853.87,8092853.87,-4.0467,0,-4.0467,95.9533,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158102,Kuramo Africa Opp Fund II,10/31/2020,USD,USD,TOTAL NET OF FEES,475170,0,15359529,15359529,-0.6085,-0.6085,0,99.3915,99.3915,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50158002,Kuramo Africa Opp Fund,10/31/2020,USD,USD,TOTAL NET OF FEES,21491,0,11269254,11269254,-0.4021,-0.4021,0,99.5979,99.5979,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50157102,ZMC III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,10959,5736825.25,5736825.25,-2.7699,-2.7699,0,97.2301,97.2301,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50157002,ZMC II LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,34394559.88,34394559.88,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50156102,Sentinel Capital VI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,5874546,5874546,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50156002,Sentinel Capital V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,9591175,9591175,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155302,Marlin Heritage II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,4504851,4504851,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155202,Marlin Equity V,10/31/2020,USD,USD,TOTAL NET OF FEES,1232894,0,9074157,9074157,-0.1292,-0.1292,0,99.8708,99.8708,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155102,Marlin Heritage L.P.,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3987132,3987132,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50155002,Marlin IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,5828163,5828163,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50154002,Telegraph Hill III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,13790830,13790830,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153202,TCV X,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,12853403,12853403,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153102,TCV IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,23033221,23033221,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50153002,TCV VIII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,34107403,34107403,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152202,FTV VI LP,10/31/2020,USD,USD,TOTAL NET OF FEES,2880000,0,9706532,9706532,-1.2713,-1.2713,0,98.7287,98.7287,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152102,"FTV V, L.P.",10/31/2020,USD,USD,TOTAL NET OF FEES,1692000,0,40147488,40147488,-0.2698,-0.2698,0,99.7302,99.7302,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50152002,FTV IV LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,12656734,27225297.4,27225297.4,-0.2466,-1.5243,1.2777,99.7534,98.4757,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151302,Sequoia US GR VIII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,7599570,7599570,4.317,4.317,0,104.317,104.317,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151202,Sequoia US Growth VII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,18000575,18000575,85.1749,85.1749,0,185.1749,185.1749,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151102,Sequoia US Growth VI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11100644,11100644,45.1358,45.1358,0,145.1358,145.1358,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50151002,Sequoia US Growth V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3452152,3452152,5.0141,5.0141,0,105.0141,105.0141,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50150002,Ceyuan Ventures III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,13245227,13245227,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149802,Sequoia Capital India V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,13965403,13965403,0.7486,0.7486,0,100.7486,100.7486,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149702,Sequoia China Venture V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,10524551,10524551,6.7095,6.7095,0,106.7095,106.7095,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149602,Sequoia India IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,8778486,8778486,1.0456,1.0456,0,101.0456,101.0456,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149502,Sequoia China Growth III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,28627450,28627450,0.9934,0.9934,0,100.9934,100.9934,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149402,Sequoia Israel Venture V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,6100092,6100092,23.5273,23.5273,0,123.5273,123.5273,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149302,Sequoia China Venture IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,7895296,7895296,2.8781,2.8781,0,102.8781,102.8781,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149202,Sequoia China Growth 2010,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11643828,11643828,35.3295,35.3295,0,135.3295,135.3295,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149102,Sequoia China Venture 2010,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,10153275,10153275,28.0244,28.0244,0,128.0244,128.0244,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50149002,Sequoia India Growth II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3894451,3894451,1.919,1.919,0,101.919,101.919,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50147002,Vestar Capital V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,439898,374253.92,374253.92,0,-61.918,61.918,100,38.082,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50146102,Varde Fund X,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,2091922.25,2091922.25,-1.3076,-6.2057,4.8981,98.6924,93.7943,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50146002,Varde IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,77441.7,77441.7,-7.1538,-7.1538,0,92.8462,92.8462,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50143002,Terra Firma Cap III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,653139.6,653139.6,-0.6652,-0.6652,0,99.3348,99.3348,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50142402,TA XIII LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,6762458,6762458,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50142302,TA XII,10/31/2020,USD,USD,TOTAL NET OF FEES,190669,0,6789544,6789544,0,-7.1258,7.1258,100,92.8742,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50142202,TA XI LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,178500,9677430,9677430,0,-1.2255,1.2255,100,98.7745,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50142102,TA-X LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,2425,2425,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50142002,TA Subord Debt II LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,10520,10520,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50141002,Summit Partners VII-B,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1112807,1112807,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50140002,Sino Finance Group,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,54444423,54444423,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50139302,Silver Lake V,10/31/2020,USD,USD,TOTAL NET OF FEES,1385716,0,24372419,24372419,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50139202,Silver Lake IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,22187335,22187335,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50139102,Silver Lake III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,2938955,2938955,-0.0743,-0.0743,0,99.9257,99.9257,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50139002,Silver Lake II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11431,11431,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50138202,Shamrock Capital Growth IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,13632909,13632909,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50138102,Shamrock Cap Growth III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,9999216,9999216,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50138002,Shamrock Cap Growth II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,50144,50144,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50137002,SB Asia Invest II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,4693799,4693799,-3.711,-3.711,0,96.289,96.289,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50136102,Sankaty Credit Opps IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,380451,380451,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50136002,Sankaty Credit Opps III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1,1,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50135102,Saif Partners IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,14102829,14102829,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50135002,Saif Partners III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,28579962,28579962,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50134002,Quadrangle Cap II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,766868,766868,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50132102,Paul Cap IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3965126,3965126,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50132002,Paul Cap VIII- A,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,950818,950818,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50130102,OCM Principal Opps IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,109349,109349,3.4591,3.4591,0,103.4591,103.4591,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129802,Oaktree Opportunities Xb,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,17518840,17518840,7.6152,7.6152,0,107.6152,107.6152,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129602,Oaktree Opportunities Fund IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,9522861,9522861,4.7147,4.7147,0,104.7147,104.7147,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129502,OCM Oppor VIII-B,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1936757,1936757,7.04,7.04,0,107.04,107.04,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129402,OCM Oppor VIII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,57209,57209,8.4038,8.4038,0,108.4038,108.4038,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129302,OCM Oppor VII-B,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,28716,28716,6.2454,6.2454,0,106.2454,106.2454,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129202,OCM Oppor VII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,36266,36266,1.5399,1.5399,0,101.5399,101.5399,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129102,OCM Oppor VI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,60,60,-62.7329,-62.7329,0,37.2671,37.2671,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50129002,OCM Oppor V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1825,1825,-8.6129,-8.6129,0,91.3871,91.3871,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50128202,NH Priv EQ Asia IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,20124655,20124655,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50128102,NH Priv EQ Asia III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,107462,12046471,12046471,-6.9118,-23.8515,16.9397,93.0882,76.1485,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50128002,NH Priv EQ Asia,10/31/2020,USD,USD,TOTAL NET OF FEES,0,369888,259065,259065,-8.2319,-8.2319,0,91.7681,91.7681,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50127102,MHR Institutional Partners IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,55575,15879851,15879851,3.356,2.7669,0.5891,103.356,102.7669,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50127002,MHR Inst III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,5083813,5083813,13.9209,13.9209,0,113.9209,113.9209,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50125102,Matlin Patterson II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,199156,199156,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50124102,Madison Dearborn VI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11058251,11058251,3.0311,3.0311,0,103.0311,103.0311,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50124002,Madison Dearborn V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,466438,466438,104.8076,80.7724,24.0352,204.8076,180.7724,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50123202,Longreach Capital 3,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,8846108,8846108,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50123102,Longreach Capital 2,10/31/2020,USD,USD,TOTAL NET OF FEES,0,31693,7147530,7147530,0,-1.555,1.555,100,98.445,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50123002,Longreach Capital 1,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,2579291.62,2579291.62,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50122102,Lone Star VII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,118222.23,118222.23,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50122002,Lone Star VI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,5174852.12,5174852.12,0,-24.8141,24.8141,100,75.1859,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50120002,Ironbridge II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,0.7,0.7,-2.7778,-2.7778,0,97.2222,97.2222,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50118202,Industrial Growth Partners V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,8006875,8006875,-0.9241,-0.9241,0,99.0759,99.0759,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50118102,Industrial Growth Partners IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1606068,1606068,-0.7596,-0.7596,0,99.2404,99.2404,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115602,Francisco Partners Agility II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,867568,867568,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115402,Francisco Partners V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11465146,11465146,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115302,Francisco Partners Agility,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,19117956,19117956,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115202,Francisco Partners IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,21132627,21132627,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115102,Francisco Partners III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,90919,5964497,5964497,0,-24.3508,24.3508,100,75.6492,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50115002,Francisco Partners II,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1264900,1264900,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50114002,Doughty Hanson III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1,1,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50113402,CVC Capital Partners VII LP,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,14636139.33,14636139.33,-0.6652,-0.6652,0,99.3348,99.3348,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50113302,CVC VI,10/31/2020,USD,USD,TOTAL NET OF FEES,422634,0,23829266.26,23829266.26,-1.5119,-1.5119,0,98.4881,98.4881,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50113202,CVC European V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1722983.22,1722983.22,-0.6652,-0.6652,0,99.3348,99.3348,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50113102,CVC European IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,23791.68,23791.68,-0.6651,-0.6651,0,99.3349,99.3349,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50111102,Crimson Velocity,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,370676.79,370676.79,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50111002,Crimson Asia Capital,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,20384.92,20384.92,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50110202,Corsair IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,6184410.01,6184410.01,-0.3702,-0.3702,0,99.6298,99.6298,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50110102,Corsair III,10/31/2020,USD,USD,TOTAL NET OF FEES,0,34054,4585443,4585443,-0.2654,-0.2654,0,99.7346,99.7346,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50108002,CHS Private Equity V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,24218,24218,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50107002,Charterhouse VIII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3214.99,3214.99,-0.6649,-0.6649,0,99.3351,99.3351,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50105202,"Bridgepoint Europe V, LP",10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,8755457.57,8755457.57,8.8106,8.8106,0,108.8106,108.8106,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50105102,Bridgepoint Eur IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,3245866.17,3245866.17,-0.6652,-0.6652,0,99.3348,99.3348,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50104002,Blackstone V,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,1056507,1056507,-1.3675,-1.3675,0,98.6325,98.6325,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50102302,Bain Capital XII,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,11203048,11203048,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50102202,Bain Capital XI,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,14968482,14968482,0,-1.8458,1.8458,100,98.1542,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50102102,Bain Capital X,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,2605101,2605101,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50102002,Bain Capital IX,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,737301,737301,0,0,0,100,100,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF50100002,Advantage Partners IV,10/31/2020,USD,USD,TOTAL NET OF FEES,0,0,8761.57,8761.57,0.947,0.947,0,100.947,100.947,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF15011002,PE Stock Distributions,10/31/2020,USD,USD,TOTAL NET OF FEES,0,14660126,3348001.61,3348001.61,-3.3783,-3.3783,0,96.6217,96.6217,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBG55000000,Total Vent Cap and Priv Equity,11/30/2020,USD,USD,TOTAL NET OF FEES,24157891,10779350,2833552730,2833552730,7.135,6.6733,0.4617,108.9982,107.8943,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55012002,Arsenal Venture Partners II,11/30/2020,USD,USD,TOTAL NET OF FEES,0,0,2808117,2808117,-1.5616,-1.5616,0,98.4384,98.4384,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55011002,Tech Partners VIII-HTI,11/30/2020,USD,USD,TOTAL NET OF FEES,0,0,210768.5,210768.5,-0.3426,-0.3426,0,99.6574,99.6574,RAM532,10/31/2020,,
KSBG55000000,Total Vent Cap and Priv Equity,KSBF55010102,Startup Capital II,11/30/2020,USD,USD,TOTAL NET OF FEES,97440,0,2583081.84,2583081.84,-3.8896,-3.8896,0,80.7976,80.7976,RAM532,10/31/2020,,
